0.001,mlogloss,0.7388023369036028,1.4267733097076416
0.01,mlogloss,0.7453975981824084,1.5189099311828613
0.1,mlogloss,0.7458098020123337,1.3364017009735107
0.5,mlogloss,0.7515806556312885,1.081139087677002
0.9,mlogloss,0.7524050632911392,1.0647625923156738
0.001,aucpr,0.7388023369036028,1.4834401607513428
0.01,aucpr,0.7453975981824084,1.286656379699707
0.1,aucpr,0.7458098020123337,1.1812143325805664
0.5,aucpr,0.7515806556312885,1.2399845123291016
0.9,aucpr,0.7524050632911392,0.8433337211608887
0.001,error,0.7388023369036028,1.3815133571624756
0.01,error,0.7453975981824084,1.2530550956726074
0.1,error,0.7458098020123337,1.4124817848205566
0.5,error,0.7515806556312885,1.1372361183166504
0.9,error,0.7524050632911392,0.8946242332458496
0.001,rmse,0.7388023369036028,1.2300755977630615
0.01,rmse,0.7453975981824084,1.2596807479858398
0.1,rmse,0.7458098020123337,1.3636970520019531
0.5,rmse,0.7515806556312885,1.1933670043945312
0.9,rmse,0.7524050632911392,0.844637393951416
