linear,0.1,0.6596507213363706,1.8328959941864014
linear,1,0.6604024297646166,1.5748770236968994
linear,10,0.6597342444950646,2.056208848953247
linear,100,0.6601518602885346,1.586686611175537
linear,1000,0.6596507213363706,1.7990062236785889
rbf,0.1,0.6332574031890661,3.398466110229492
rbf,1,0.6332574031890661,3.4112157821655273
rbf,10,0.6819514047076689,3.296001672744751
rbf,100,0.6669172361427487,3.283234119415283
rbf,1000,0.6665831435079727,1.8941071033477783
poly,0.1,0.6332574031890661,3.0097649097442627
poly,1,0.6332574031890661,3.0001046657562256
poly,10,0.6778587699316628,3.073594570159912
poly,100,0.6669172361427487,2.4144067764282227
poly,1000,0.6664996203492787,2.037149429321289
